datetime,zone,pickup_count,temperature,precipitation,is_holiday,is_raining
2021-1-1 7:00,Downtown,47,-4.6,0,1,0
2021-1-1 7:00,Midtown,76,-4.6,0,1,0
2021-1-1 7:00,Suburb,8,-4.6,0,1,0
2021-1-1 7:00,Uptown,17,-4.6,0,1,0
2021-1-1 8:00,Airport,59,1.7,0,1,0
2021-1-1 8:00,Downtown,49,1.7,0,1,0
2021-1-1 8:00,Midtown,74,1.7,0,1,0
2021-1-1 8:00,Suburb,7,1.7,0,1,0
2021-1-1 8:00,Uptown,24,1.7,0,1,0
2021-1-1 9:00,Airport,36,1.6,0,1,0
2021-1-1 9:00,Downtown,27,1.6,0,1,0
2021-1-1 9:00,Midtown,46,1.6,0,1,0
2021-1-1 9:00,Suburb,3,1.6,0,1,0
2021-1-1 9:00,Uptown,15,1.6,0,1,0
2021-1-1 10:00,Airport,44,-0.1,0,1,0
2021-1-1 10:00,Downtown,24,-0.1,0,1,0
2021-1-1 10:00,Midtown,46,-0.1,0,1,0
2021-1-1 10:00,Suburb,4,-0.1,0,1,0
2021-1-1 10:00,Uptown,5,-0.1,0,1,0
2021-1-1 11:00,Airport,35,1.6,0,1,0
2021-1-1 11:00,Downtown,15,1.6,0,1,0
2021-1-1 11:00,Midtown,27,1.6,0,1,0
2021-1-1 11:00,Suburb,1,1.6,0,1,0
2021-1-1 11:00,Uptown,5,1.6,0,1,0
2021-1-1 12:00,Airport,42,3.5,1.8,1,1
2021-1-1 12:00,Downtown,5,3.5,1.8,1,1
2021-1-1 12:00,Midtown,12,3.5,1.8,1,1
2021-1-1 12:00,Suburb,2,3.5,1.8,1,1
2021-1-1 12:00,Uptown,6,3.5,1.8,1,1
2021-1-1 13:00,Airport,29,2.5,0,1,0
2021-1-1 13:00,Downtown,5,2.5,0,1,0
2021-1-1 13:00,Midtown,14,2.5,0,1,0
2021-1-1 13:00,Suburb,0,2.5,0,1,0
2021-1-1 13:00,Uptown,3,2.5,0,1,0
2021-1-1 14:00,Airport,56,2.8,1,1,1
2021-1-1 14:00,Downtown,20,2.8,1,1,1
2021-1-1 14:00,Midtown,23,2.8,1,1,1
2021-1-1 14:00,Suburb,1,2.8,1,1,1
2021-1-1 14:00,Uptown,7,2.8,1,1,1
2021-1-1 15:00,Airport,57,0.5,1.8,1,1
2021-1-1 15:00,Downtown,27,0.5,1.8,1,1
2021-1-1 15:00,Midtown,30,0.5,1.8,1,1
2021-1-1 15:00,Suburb,4,0.5,1.8,1,1
2021-1-1 15:00,Uptown,15,0.5,1.8,1,1
2021-1-1 16:00,Airport,47,4.4,0,1,0
2021-1-1 16:00,Downtown,28,4.4,0,1,0
2021-1-1 16:00,Midtown,57,4.4,0,1,0
2021-1-1 16:00,Suburb,7,4.4,0,1,0
2021-1-1 16:00,Uptown,20,4.4,0,1,0
2021-1-1 17:00,Airport,63,3.2,8.1,1,1
2021-1-1 17:00,Downtown,50,3.2,8.1,1,1
2021-1-1 17:00,Midtown,79,3.2,8.1,1,1
2021-1-1 17:00,Suburb,17,3.2,8.1,1,1
2021-1-1 17:00,Uptown,19,3.2,8.1,1,1
2021-1-1 18:00,Airport,65,3.1,2.1,1,1
2021-1-1 18:00,Downtown,53,3.1,2.1,1,1
2021-1-1 18:00,Midtown,82,3.1,2.1,1,1
2021-1-1 18:00,Suburb,12,3.1,2.1,1,1
2021-1-1 18:00,Uptown,32,3.1,2.1,1,1
2021-1-1 19:00,Airport,53,-1.1,0,1,0
2021-1-1 19:00,Downtown,27,-1.1,0,1,0
2021-1-1 19:00,Midtown,55,-1.1,0,1,0
2021-1-1 19:00,Suburb,7,-1.1,0,1,0
2021-1-1 19:00,Uptown,15,-1.1,0,1,0
2021-1-1 20:00,Airport,42,4.5,0,1,0
2021-1-1 20:00,Downtown,25,4.5,0,1,0
2021-1-1 20:00,Midtown,51,4.5,0,1,0
2021-1-1 20:00,Suburb,3,4.5,0,1,0
2021-1-1 20:00,Uptown,14,4.5,0,1,0
2021-1-1 21:00,Airport,59,0.7,0,1,0
2021-1-1 21:00,Downtown,112,0.7,0,1,0
2021-1-1 21:00,Midtown,40,0.7,0,1,0
2021-1-1 21:00,Suburb,2,0.7,0,1,0
2021-1-1 21:00,Uptown,19,0.7,0,1,0
2021-1-1 22:00,Airport,72,-1.1,3.6,1,1
2021-1-1 22:00,Downtown,73,-1.1,3.6,1,1
2021-1-1 22:00,Midtown,51,-1.1,3.6,1,1
2021-1-1 22:00,Suburb,5,-1.1,3.6,1,1
2021-1-1 22:00,Uptown,22,-1.1,3.6,1,1
2021-1-1 23:00,Airport,44,3,0,1,0
2021-1-1 23:00,Downtown,78,3,0,1,0
2021-1-1 23:00,Midtown,27,3,0,1,0
2021-1-1 23:00,Suburb,2,3,0,1,0
2021-1-1 23:00,Uptown,14,3,0,1,0
2021-1-2 0:00,Airport,19,-1.9,0,0,0
2021-1-2 0:00,Downtown,90,-1.9,0,0,0
2021-1-2 0:00,Midtown,21,-1.9,0,0,0
2021-1-2 0:00,Suburb,4,-1.9,0,0,0
2021-1-2 0:00,Uptown,20,-1.9,0,0,0
2021-1-2 1:00,Airport,29,-5.2,0,0,0
2021-1-2 1:00,Downtown,93,-5.2,0,0,0
2021-1-2 1:00,Midtown,30,-5.2,0,0,0
2021-1-2 1:00,Suburb,5,-5.2,0,0,0
2021-1-2 1:00,Uptown,14,-5.2,0,0,0
2021-1-2 2:00,Airport,43,-3.4,1,0,1
2021-1-2 2:00,Downtown,73,-3.4,1,0,1
2021-1-2 2:00,Midtown,17,-3.4,1,0,1
2021-1-2 2:00,Suburb,2,-3.4,1,0,1
2021-1-2 2:00,Uptown,15,-3.4,1,0,1
2021-1-2 3:00,Airport,14,-7.2,0,0,0
2021-1-2 3:00,Downtown,12,-7.2,0,0,0
2021-1-2 3:00,Midtown,2,-7.2,0,0,0
2021-1-2 3:00,Suburb,0,-7.2,0,0,0
2021-1-2 3:00,Uptown,5,-7.2,0,0,0
2021-1-2 4:00,Airport,19,-0.5,0,0,0
2021-1-2 4:00,Downtown,11,-0.5,0,0,0
2021-1-2 4:00,Midtown,9,-0.5,0,0,0
2021-1-2 4:00,Suburb,1,-0.5,0,0,0
2021-1-2 4:00,Uptown,6,-0.5,0,0,0
2021-1-2 5:00,Airport,33,-3.1,0,0,0
2021-1-2 5:00,Downtown,22,-3.1,0,0,0
2021-1-2 5:00,Midtown,21,-3.1,0,0,0
2021-1-2 5:00,Suburb,7,-3.1,0,0,0
2021-1-2 5:00,Uptown,5,-3.1,0,0,0
2021-1-2 6:00,Airport,46,-3.3,2.3,0,1
2021-1-2 6:00,Downtown,32,-3.3,2.3,0,1
2021-1-2 6:00,Midtown,60,-3.3,2.3,0,1
2021-1-2 6:00,Suburb,10,-3.3,2.3,0,1
2021-1-2 6:00,Uptown,20,-3.3,2.3,0,1
2021-1-2 7:00,Airport,31,1,0,0,0
2021-1-2 7:00,Downtown,32,1,0,0,0
2021-1-2 7:00,Midtown,49,1,0,0,0
2021-1-2 7:00,Suburb,4,1,0,0,0
2021-1-2 7:00,Uptown,21,1,0,0,0
2021-1-2 8:00,Airport,69,-3.7,1.4,0,1
2021-1-2 8:00,Downtown,65,-3.7,1.4,0,1
2021-1-2 8:00,Midtown,104,-3.7,1.4,0,1
2021-1-2 8:00,Suburb,16,-3.7,1.4,0,1
2021-1-2 8:00,Uptown,30,-3.7,1.4,0,1
2021-1-2 9:00,Airport,41,1.4,0,0,0
2021-1-2 9:00,Downtown,39,1.4,0,0,0
2021-1-2 9:00,Midtown,56,1.4,0,0,0
2021-1-2 9:00,Suburb,7,1.4,0,0,0
2021-1-2 9:00,Uptown,18,1.4,0,0,0
2021-1-2 10:00,Airport,45,-3,4.1,0,1
2021-1-2 10:00,Downtown,44,-3,4.1,0,1
2021-1-2 10:00,Midtown,65,-3,4.1,0,1
2021-1-2 10:00,Suburb,7,-3,4.1,0,1
2021-1-2 10:00,Uptown,29,-3,4.1,0,1
2021-1-2 11:00,Airport,24,0.5,0,0,0
2021-1-2 11:00,Downtown,16,0.5,0,0,0
2021-1-2 11:00,Midtown,22,0.5,0,0,0
2021-1-2 11:00,Suburb,5,0.5,0,0,0
2021-1-2 11:00,Uptown,9,0.5,0,0,0
2021-1-2 12:00,Airport,24,0.1,0,0,0
2021-1-2 12:00,Downtown,13,0.1,0,0,0
2021-1-2 12:00,Midtown,15,0.1,0,0,0
2021-1-2 12:00,Suburb,1,0.1,0,0,0
2021-1-2 12:00,Uptown,3,0.1,0,0,0
2021-1-2 13:00,Airport,22,5.9,0,0,0
2021-1-2 13:00,Downtown,6,5.9,0,0,0
2021-1-2 13:00,Midtown,9,5.9,0,0,0
2021-1-2 13:00,Suburb,0,5.9,0,0,0
2021-1-2 13:00,Uptown,3,5.9,0,0,0
2021-1-2 14:00,Airport,24,6.8,6.4,0,1
2021-1-2 14:00,Downtown,11,6.8,6.4,0,1
2021-1-2 14:00,Midtown,20,6.8,6.4,0,1
2021-1-2 14:00,Suburb,2,6.8,6.4,0,1
2021-1-2 14:00,Uptown,16,6.8,6.4,0,1
2021-1-2 15:00,Airport,17,2.7,0,0,0
2021-1-2 15:00,Downtown,19,2.7,0,0,0
2021-1-2 15:00,Midtown,24,2.7,0,0,0
2021-1-2 15:00,Suburb,2,2.7,0,0,0
2021-1-2 15:00,Uptown,12,2.7,0,0,0
2021-1-2 16:00,Airport,20,4.9,0,0,0
2021-1-2 16:00,Downtown,24,4.9,0,0,0
2021-1-2 16:00,Midtown,29,4.9,0,0,0
2021-1-2 16:00,Suburb,4,4.9,0,0,0
2021-1-2 16:00,Uptown,10,4.9,0,0,0
2021-1-2 17:00,Airport,27,2.6,0,0,0
2021-1-2 17:00,Downtown,33,2.6,0,0,0
2021-1-2 17:00,Midtown,66,2.6,0,0,0
2021-1-2 17:00,Suburb,9,2.6,0,0,0
2021-1-2 17:00,Uptown,21,2.6,0,0,0
2021-1-2 18:00,Airport,36,3.6,0,0,0
2021-1-2 18:00,Downtown,38,3.6,0,0,0
2021-1-2 18:00,Midtown,52,3.6,0,0,0
2021-1-2 18:00,Suburb,10,3.6,0,0,0
2021-1-2 18:00,Uptown,25,3.6,0,0,0
2021-1-2 19:00,Airport,36,0.3,0,0,0
2021-1-2 19:00,Downtown,32,0.3,0,0,0
2021-1-2 19:00,Midtown,61,0.3,0,0,0
2021-1-2 19:00,Suburb,8,0.3,0,0,0
2021-1-2 19:00,Uptown,18,0.3,0,0,0
2021-1-2 20:00,Airport,43,-2.3,2.4,0,1
2021-1-2 20:00,Downtown,45,-2.3,2.4,0,1
2021-1-2 20:00,Midtown,57,-2.3,2.4,0,1
2021-1-2 20:00,Suburb,5,-2.3,2.4,0,1
2021-1-2 20:00,Uptown,29,-2.3,2.4,0,1
2021-1-2 21:00,Airport,45,-3.3,0,0,0
2021-1-2 21:00,Downtown,93,-3.3,0,0,0
2021-1-2 21:00,Midtown,60,-3.3,0,0,0
2021-1-2 21:00,Suburb,10,-3.3,0,0,0
2021-1-2 21:00,Uptown,18,-3.3,0,0,0
2021-1-2 22:00,Airport,36,0.3,0,0,0
2021-1-2 22:00,Downtown,118,0.3,0,0,0
2021-1-2 22:00,Midtown,32,0.3,0,0,0
2021-1-2 22:00,Suburb,4,0.3,0,0,0
2021-1-2 22:00,Uptown,24,0.3,0,0,0
2021-1-2 23:00,Airport,25,3.3,0,0,0
2021-1-2 23:00,Downtown,95,3.3,0,0,0
2021-1-2 23:00,Midtown,24,3.3,0,0,0
2021-1-2 23:00,Suburb,5,3.3,0,0,0
2021-1-2 23:00,Uptown,17,3.3,0,0,0
2021-1-3 0:00,Airport,28,-1.3,0,0,0
2021-1-3 0:00,Downtown,3,-1.3,0,0,0
2021-1-3 0:00,Midtown,2,-1.3,0,0,0
2021-1-3 0:00,Suburb,2,-1.3,0,0,0
2021-1-3 0:00,Uptown,0,-1.3,0,0,0
2021-1-3 1:00,Airport,26,-3.4,0,0,0
2021-1-3 1:00,Downtown,6,-3.4,0,0,0
2021-1-3 1:00,Midtown,5,-3.4,0,0,0
2021-1-3 1:00,Suburb,0,-3.4,0,0,0
2021-1-3 1:00,Uptown,1,-3.4,0,0,0
2021-1-3 2:00,Airport,15,1.2,0,0,0
2021-1-3 2:00,Downtown,2,1.2,0,0,0
2021-1-3 2:00,Midtown,6,1.2,0,0,0
2021-1-3 2:00,Suburb,1,1.2,0,0,0
2021-1-3 2:00,Uptown,1,1.2,0,0,0
2021-1-3 3:00,Airport,29,-2.2,0,0,0
2021-1-3 3:00,Downtown,6,-2.2,0,0,0
2021-1-3 3:00,Midtown,6,-2.2,0,0,0
2021-1-3 3:00,Suburb,0,-2.2,0,0,0
2021-1-3 3:00,Uptown,2,-2.2,0,0,0
2021-1-3 4:00,Airport,28,-2.4,0,0,0
2021-1-3 4:00,Downtown,10,-2.4,0,0,0
2021-1-3 4:00,Midtown,4,-2.4,0,0,0
2021-1-3 4:00,Suburb,0,-2.4,0,0,0
2021-1-3 4:00,Uptown,4,-2.4,0,0,0
2021-1-3 5:00,Airport,30,-1.8,0,0,0
2021-1-3 5:00,Downtown,18,-1.8,0,0,0
2021-1-3 5:00,Midtown,19,-1.8,0,0,0
2021-1-3 5:00,Suburb,2,-1.8,0,0,0
2021-1-3 5:00,Uptown,3,-1.8,0,0,0
2021-1-3 6:00,Airport,30,-2.1,0,0,0
2021-1-3 6:00,Downtown,29,-2.1,0,0,0
2021-1-3 6:00,Midtown,35,-2.1,0,0,0
2021-1-3 6:00,Suburb,6,-2.1,0,0,0
2021-1-3 6:00,Uptown,17,-2.1,0,0,0
2021-1-3 7:00,Airport,33,-1.8,0,0,0
2021-1-3 7:00,Downtown,36,-1.8,0,0,0
2021-1-3 7:00,Midtown,70,-1.8,0,0,0
2021-1-3 7:00,Suburb,4,-1.8,0,0,0
2021-1-3 7:00,Uptown,29,-1.8,0,0,0
2021-1-3 8:00,Airport,34,-3.3,0,0,0
2021-1-3 8:00,Downtown,38,-3.3,0,0,0
2021-1-3 8:00,Midtown,91,-3.3,0,0,0
2021-1-3 8:00,Suburb,13,-3.3,0,0,0
2021-1-3 8:00,Uptown,30,-3.3,0,0,0
2021-1-3 9:00,Airport,25,1.3,0,0,0
2021-1-3 9:00,Downtown,49,1.3,0,0,0
2021-1-3 9:00,Midtown,42,1.3,0,0,0
2021-1-3 9:00,Suburb,6,1.3,0,0,0
2021-1-3 9:00,Uptown,18,1.3,0,0,0
2021-1-3 10:00,Airport,27,0.9,3.4,0,1
2021-1-3 10:00,Downtown,43,0.9,3.4,0,1
2021-1-3 10:00,Midtown,40,0.9,3.4,0,1
2021-1-3 10:00,Suburb,4,0.9,3.4,0,1
2021-1-3 10:00,Uptown,20,0.9,3.4,0,1
2021-1-3 11:00,Airport,20,4.2,0,0,0
2021-1-3 11:00,Downtown,18,4.2,0,0,0
2021-1-3 11:00,Midtown,9,4.2,0,0,0
2021-1-3 11:00,Suburb,1,4.2,0,0,0
2021-1-3 11:00,Uptown,2,4.2,0,0,0
2021-1-3 12:00,Airport,24,1.7,0,0,0
2021-1-3 12:00,Downtown,7,1.7,0,0,0
2021-1-3 12:00,Midtown,13,1.7,0,0,0
2021-1-3 12:00,Suburb,2,1.7,0,0,0
2021-1-3 12:00,Uptown,7,1.7,0,0,0
2021-1-3 13:00,Airport,24,-0.9,0,0,0
2021-1-3 13:00,Downtown,9,-0.9,0,0,0
2021-1-3 13:00,Midtown,12,-0.9,0,0,0
2021-1-3 13:00,Suburb,1,-0.9,0,0,0
2021-1-3 13:00,Uptown,6,-0.9,0,0,0
2021-1-3 14:00,Airport,20,3,0,0,0
2021-1-3 14:00,Downtown,7,3,0,0,0
2021-1-3 14:00,Midtown,18,3,0,0,0
2021-1-3 14:00,Suburb,2,3,0,0,0
2021-1-3 14:00,Uptown,7,3,0,0,0
2021-1-3 15:00,Airport,19,6.7,0,0,0
2021-1-3 15:00,Downtown,13,6.7,0,0,0
2021-1-3 15:00,Midtown,24,6.7,0,0,0
2021-1-3 15:00,Suburb,5,6.7,0,0,0
2021-1-3 15:00,Uptown,11,6.7,0,0,0
2021-1-3 16:00,Airport,36,2.4,5.2,0,1
2021-1-3 16:00,Downtown,35,2.4,5.2,0,1
2021-1-3 16:00,Midtown,47,2.4,5.2,0,1
2021-1-3 16:00,Suburb,5,2.4,5.2,0,1
2021-1-3 16:00,Uptown,22,2.4,5.2,0,1
2021-1-3 17:00,Airport,25,1.1,0,0,0
2021-1-3 17:00,Downtown,35,1.1,0,0,0
2021-1-3 17:00,Midtown,48,1.1,0,0,0
2021-1-3 17:00,Suburb,6,1.1,0,0,0
2021-1-3 17:00,Uptown,23,1.1,0,0,0
2021-1-3 18:00,Airport,41,0,0,0,0
2021-1-3 18:00,Downtown,43,0,0,0,0
2021-1-3 18:00,Midtown,60,0,0,0,0
2021-1-3 18:00,Suburb,5,0,0,0,0
2021-1-3 18:00,Uptown,24,0,0,0,0
2021-1-3 19:00,Airport,42,-0.3,0.4,0,1
2021-1-3 19:00,Downtown,48,-0.3,0.4,0,1
2021-1-3 19:00,Midtown,87,-0.3,0.4,0,1
2021-1-3 19:00,Suburb,13,-0.3,0.4,0,1
2021-1-3 19:00,Uptown,32,-0.3,0.4,0,1
2021-1-3 20:00,Airport,39,0.5,0,0,0
2021-1-3 20:00,Downtown,22,0.5,0,0,0
2021-1-3 20:00,Midtown,50,0.5,0,0,0
2021-1-3 20:00,Suburb,6,0.5,0,0,0
2021-1-3 20:00,Uptown,18,0.5,0,0,0
2021-1-3 21:00,Airport,31,-2.1,0,0,0
2021-1-3 21:00,Downtown,16,-2.1,0,0,0
2021-1-3 21:00,Midtown,30,-2.1,0,0,0
2021-1-3 21:00,Suburb,2,-2.1,0,0,0
2021-1-3 21:00,Uptown,12,-2.1,0,0,0
2021-1-3 22:00,Airport,30,2.5,2.8,0,1
2021-1-3 22:00,Downtown,16,2.5,2.8,0,1
2021-1-3 22:00,Midtown,32,2.5,2.8,0,1
2021-1-3 22:00,Suburb,2,2.5,2.8,0,1
2021-1-3 22:00,Uptown,7,2.5,2.8,0,1
2021-1-3 23:00,Airport,23,-1.8,0,0,0
2021-1-3 23:00,Downtown,13,-1.8,0,0,0
2021-1-3 23:00,Midtown,9,-1.8,0,0,0
2021-1-3 23:00,Suburb,1,-1.8,0,0,0
2021-1-3 23:00,Uptown,1,-1.8,0,0,0
2021-1-4 0:00,Airport,44,-1.7,0,0,0
2021-1-4 0:00,Downtown,13,-1.7,0,0,0
2021-1-4 0:00,Midtown,10,-1.7,0,0,0
2021-1-4 0:00,Suburb,0,-1.7,0,0,0
2021-1-4 0:00,Uptown,4,-1.7,0,0,0
2021-1-4 1:00,Airport,36,0.5,0,0,0
2021-1-4 1:00,Downtown,5,0.5,0,0,0
2021-1-4 1:00,Midtown,6,0.5,0,0,0
2021-1-4 1:00,Suburb,2,0.5,0,0,0
2021-1-4 1:00,Uptown,5,0.5,0,0,0
2021-1-4 2:00,Airport,40,0.4,0,0,0
2021-1-4 2:00,Downtown,16,0.4,0,0,0
2021-1-4 2:00,Midtown,7,0.4,0,0,0
2021-1-4 2:00,Suburb,5,0.4,0,0,0
2021-1-4 2:00,Uptown,3,0.4,0,0,0
2021-1-4 3:00,Airport,62,-3.2,2.4,0,1
2021-1-4 3:00,Downtown,14,-3.2,2.4,0,1
2021-1-4 3:00,Midtown,20,-3.2,2.4,0,1
2021-1-4 3:00,Suburb,0,-3.2,2.4,0,1
2021-1-4 3:00,Uptown,6,-3.2,2.4,0,1
2021-1-4 4:00,Airport,64,-2,3.4,0,1
2021-1-4 4:00,Downtown,19,-2,3.4,0,1
2021-1-4 4:00,Midtown,22,-2,3.4,0,1
2021-1-4 4:00,Suburb,4,-2,3.4,0,1
2021-1-4 4:00,Uptown,8,-2,3.4,0,1
2021-1-4 5:00,Airport,43,-0.9,0,0,0
2021-1-4 5:00,Downtown,27,-0.9,0,0,0
2021-1-4 5:00,Midtown,37,-0.9,0,0,0
2021-1-4 5:00,Suburb,3,-0.9,0,0,0
2021-1-4 5:00,Uptown,11,-0.9,0,0,0
2021-1-4 6:00,Airport,48,-2.3,0,0,0
2021-1-4 6:00,Downtown,47,-2.3,0,0,0
2021-1-4 6:00,Midtown,76,-2.3,0,0,0
2021-1-4 6:00,Suburb,7,-2.3,0,0,0
2021-1-4 6:00,Uptown,25,-2.3,0,0,0
2021-1-4 7:00,Airport,85,-4.8,3.4,0,1
2021-1-4 7:00,Downtown,108,-4.8,3.4,0,1
2021-1-4 7:00,Midtown,156,-4.8,3.4,0,1
2021-1-4 7:00,Suburb,28,-4.8,3.4,0,1
2021-1-4 7:00,Uptown,50,-4.8,3.4,0,1
2021-1-4 8:00,Airport,76,0.8,0.4,0,1
2021-1-4 8:00,Downtown,84,0.8,0.4,0,1
2021-1-4 8:00,Midtown,154,0.8,0.4,0,1
2021-1-4 8:00,Suburb,20,0.8,0.4,0,1
2021-1-4 8:00,Uptown,39,0.8,0.4,0,1
2021-1-4 9:00,Airport,51,2,0,0,0
2021-1-4 9:00,Downtown,72,2,0,0,0
2021-1-4 9:00,Midtown,121,2,0,0,0
2021-1-4 9:00,Suburb,17,2,0,0,0
2021-1-4 9:00,Uptown,29,2,0,0,0
2021-1-4 10:00,Airport,46,1.9,0,0,0
2021-1-4 10:00,Downtown,47,1.9,0,0,0
2021-1-4 10:00,Midtown,49,1.9,0,0,0
2021-1-4 10:00,Suburb,7,1.9,0,0,0
2021-1-4 10:00,Uptown,20,1.9,0,0,0
2021-1-4 11:00,Airport,37,-0.1,0,0,0
2021-1-4 11:00,Downtown,24,-0.1,0,0,0
2021-1-4 11:00,Midtown,39,-0.1,0,0,0
2021-1-4 11:00,Suburb,6,-0.1,0,0,0
2021-1-4 11:00,Uptown,9,-0.1,0,0,0
2021-1-4 12:00,Airport,33,2,0,0,0
2021-1-4 12:00,Downtown,27,2,0,0,0
2021-1-4 12:00,Midtown,18,2,0,0,0
2021-1-4 12:00,Suburb,2,2,0,0,0
2021-1-4 12:00,Uptown,8,2,0,0,0
2021-1-4 13:00,Airport,32,1.7,0,0,0
2021-1-4 13:00,Downtown,18,1.7,0,0,0
2021-1-4 13:00,Midtown,15,1.7,0,0,0
2021-1-4 13:00,Suburb,4,1.7,0,0,0
2021-1-4 13:00,Uptown,8,1.7,0,0,0
2021-1-4 14:00,Airport,42,2.5,0,0,0
2021-1-4 14:00,Downtown,18,2.5,0,0,0
2021-1-4 14:00,Midtown,24,2.5,0,0,0
2021-1-4 14:00,Suburb,4,2.5,0,0,0
2021-1-4 14:00,Uptown,17,2.5,0,0,0
2021-1-4 15:00,Airport,28,5.8,0,0,0
2021-1-4 15:00,Downtown,30,5.8,0,0,0
2021-1-4 15:00,Midtown,41,5.8,0,0,0
2021-1-4 15:00,Suburb,3,5.8,0,0,0
2021-1-4 15:00,Uptown,9,5.8,0,0,0
2021-1-4 16:00,Airport,51,6.2,0,0,0
2021-1-4 16:00,Downtown,41,6.2,0,0,0
2021-1-4 16:00,Midtown,75,6.2,0,0,0
2021-1-4 16:00,Suburb,11,6.2,0,0,0
2021-1-4 16:00,Uptown,20,6.2,0,0,0
2021-1-4 17:00,Airport,74,4.2,12.4,0,1
2021-1-4 17:00,Downtown,102,4.2,12.4,0,1
2021-1-4 17:00,Midtown,131,4.2,12.4,0,1
2021-1-4 17:00,Suburb,9,4.2,12.4,0,1
2021-1-4 17:00,Uptown,58,4.2,12.4,0,1
2021-1-4 18:00,Airport,53,3.5,0,0,0
2021-1-4 18:00,Downtown,75,3.5,0,0,0
2021-1-4 18:00,Midtown,118,3.5,0,0,0
2021-1-4 18:00,Suburb,9,3.5,0,0,0
2021-1-4 18:00,Uptown,41,3.5,0,0,0
2021-1-4 19:00,Airport,50,3.1,0,0,0
2021-1-4 19:00,Downtown,78,3.1,0,0,0
2021-1-4 19:00,Midtown,111,3.1,0,0,0
2021-1-4 19:00,Suburb,15,3.1,0,0,0
2021-1-4 19:00,Uptown,42,3.1,0,0,0
2021-1-4 20:00,Airport,38,1,0,0,0
2021-1-4 20:00,Downtown,44,1,0,0,0
2021-1-4 20:00,Midtown,92,1,0,0,0
2021-1-4 20:00,Suburb,9,1,0,0,0
2021-1-4 20:00,Uptown,34,1,0,0,0
2021-1-4 21:00,Airport,64,0.1,1.5,0,1
2021-1-4 21:00,Downtown,51,0.1,1.5,0,1
2021-1-4 21:00,Midtown,69,0.1,1.5,0,1
2021-1-4 21:00,Suburb,5,0.1,1.5,0,1
2021-1-4 21:00,Uptown,20,0.1,1.5,0,1
2021-1-4 22:00,Airport,47,-1.9,0,0,0
2021-1-4 22:00,Downtown,28,-1.9,0,0,0
2021-1-4 22:00,Midtown,27,-1.9,0,0,0
2021-1-4 22:00,Suburb,5,-1.9,0,0,0
2021-1-4 22:00,Uptown,15,-1.9,0,0,0
2021-1-4 23:00,Airport,61,-1.4,2.2,0,1
2021-1-4 23:00,Downtown,20,-1.4,2.2,0,1
2021-1-4 23:00,Midtown,31,-1.4,2.2,0,1
2021-1-4 23:00,Suburb,2,-1.4,2.2,0,1
2021-1-4 23:00,Uptown,5,-1.4,2.2,0,1
2021-1-5 0:00,Airport,28,2.6,0,0,0
2021-1-5 0:00,Downtown,11,2.6,0,0,0
2021-1-5 0:00,Midtown,6,2.6,0,0,0
2021-1-5 0:00,Suburb,1,2.6,0,0,0
2021-1-5 0:00,Uptown,3,2.6,0,0,0
2021-1-5 1:00,Airport,39,-0.7,0,0,0
2021-1-5 1:00,Downtown,10,-0.7,0,0,0
2021-1-5 1:00,Midtown,6,-0.7,0,0,0
2021-1-5 1:00,Suburb,0,-0.7,0,0,0
