Date,Open,High,Low,Close,Volume
2010-03-12,386.09,386.09,378.54,378.83,3264964
2010-03-15,379.94,383.18,376.32,380.09,3844174
2010-03-16,386.2,386.2,378.28,378.51,2727342
2010-03-17,379.51,379.51,371.99,375.6,4307816
2010-03-18,375.08,381.37,374.59,378.53,3286576
2010-03-19,382.21,385.08,382.02,383.76,4411012
2010-03-22,382.39,390.54,382.39,387.84,4000445
2010-03-23,388.61,388.61,382.91,384.11,3731336
2010-03-24,386.93,392.3,375.69,382.85,4026315
2010-03-25,383.03,388.76,381.39,384.55,3362621
2010-03-26,383.2,392.0,383.2,389.61,5684985
2010-03-29,390.68,390.68,385.99,387.15,4545359
2010-03-30,383.88,386.47,383.88,386.46,2988483
2010-03-31,385.46,385.46,380.45,381.51,5990672
2010-04-01,382.55,385.37,382.25,383.83,7081251
2010-04-02,382.42,399.84,382.42,395.91,13924845
2010-04-05,394.35,394.35,385.29,389.18,14126224
2010-04-06,386.11,396.56,386.11,393.9,2558258
2010-04-07,392.96,402.0,392.96,397.84,4436014
2010-04-08,395.89,406.71,395.89,405.16,3041282
2010-04-09,404.14,409.3,404.14,407.39,3383966
2010-04-12,406.26,425.56,406.26,423.65,2861222
2010-04-13,427.97,427.97,415.32,419.16,5408038
2010-04-14,416.75,421.96,414.21,417.35,2106767
2010-04-15,413.46,423.66,413.46,417.23,4308204
2010-04-16,416.16,416.16,409.18,410.73,3937380
2010-04-19,413.81,421.69,409.74,415.65,5703634
2010-04-20,411.92,424.83,411.92,420.34,3904098
2010-04-21,421.19,424.42,415.9,420.62,4101823
2010-04-22,420.92,423.39,414.92,418.12,3090778
2010-04-23,415.64,415.64,410.5,411.22,4042630
2010-04-26,412.63,412.63,404.4,407.1,2401067
2010-04-27,406.51,416.71,404.99,410.92,4504118
2010-04-28,409.86,415.12,405.86,410.05,3780966
2010-04-29,410.16,412.36,400.28,408.14,2986888
2010-04-30,410.98,413.33,409.77,411.19,2566402
2010-05-03,411.79,419.74,411.79,416.68,3946943
2010-05-04,417.48,421.7,412.1,418.15,4197114
2010-05-05,417.55,422.36,417.35,419.91,3320799
2010-05-06,421.63,430.44,421.63,427.02,2577930
2010-05-07,423.86,434.64,423.86,428.54,5583380
2010-05-10,431.74,431.74,422.03,426.71,5015980
2010-05-11,430.54,437.83,422.86,430.35,2454957
2010-05-12,430.45,435.97,420.75,429.22,1994926
2010-05-13,428.68,432.02,420.97,427.51,2077578
2010-05-14,428.46,441.25,427.83,434.67,3410933
2010-05-17,434.93,437.75,429.93,432.91,3663016
2010-05-18,436.6,436.6,414.77,419.31,3633959
2010-05-19,418.92,425.62,417.7,421.24,4133283
2010-05-20,417.16,424.32,414.47,419.43,2166324
2010-05-21,418.67,419.04,418.06,418.58,4917164
2010-05-24,415.59,421.76,415.59,420.62,2272615
2010-05-25,420.51,425.28,414.98,419.98,3079407
2010-05-26,421.61,427.1,417.59,421.25,2546599
2010-05-27,421.98,421.98,406.81,411.21,5974521
2010-05-28,414.75,414.75,405.72,407.16,3269918
2010-05-31,409.39,417.26,409.39,413.79,4524812
2010-06-01,412.77,421.02,407.09,413.89,2259121
2010-06-02,411.45,411.45,404.11,405.76,2608387
2010-06-03,409.32,409.32,396.29,400.72,4869823
2010-06-04,402.66,402.66,393.9,396.53,3126142
2010-06-07,394.08,401.37,393.37,396.8,4393588
2010-06-08,399.25,399.25,391.99,394.92,2683652
2010-06-09,397.4,397.4,387.97,391.97,2501471
2010-06-10,393.47,395.87,389.62,392.17,3956842
2010-06-11,387.45,397.24,387.45,394.98,5726492
2010-06-14,397.44,397.44,392.44,393.54,2807443
2010-06-15,395.56,395.56,390.94,391.0,2562697
2010-06-16,391.75,394.39,385.65,389.2,3018685
2010-06-17,389.17,393.83,387.71,390.96,4875264
2010-06-18,388.67,392.73,388.67,391.49,2180686
2010-06-21,390.74,397.89,389.14,394.88,4521192
2010-06-22,397.73,397.73,383.82,389.61,3126084
2010-06-23,390.39,390.39,380.75,386.16,5221300
2010-06-24,389.08,396.77,386.49,389.92,5846115
2010-06-25,392.05,394.09,380.7,386.73,2363886
2010-06-28,390.65,395.73,389.9,392.94,3886224
2010-06-29,394.21,400.75,394.21,399.75,3179419
2010-06-30,400.7,409.38,400.7,406.6,5150023
2010-07-01,406.82,414.34,405.05,410.62,11142923
2010-07-02,412.76,412.76,399.71,403.38,9582827
2010-07-05,405.7,405.7,402.48,403.36,13503698
2010-07-06,404.3,409.61,404.3,407.77,5654182
2010-07-07,406.71,406.71,395.98,400.36,3282644
2010-07-08,400.15,404.51,398.31,400.87,5400855
2010-07-09,399.91,399.91,394.28,396.34,2284102
2010-07-12,398.46,401.31,395.18,398.38,3772466
2010-07-13,401.22,401.22,390.79,394.16,2683043
2010-07-14,394.09,406.01,394.09,401.67,4434914
2010-07-15,401.4,401.4,395.8,398.07,5084658
2010-07-16,402.6,403.05,389.8,397.11,4166300
2010-07-19,396.69,401.59,396.69,400.77,2797387
2010-07-20,398.16,400.0,391.54,395.03,6007632
2010-07-21,398.85,400.67,391.87,396.29,2391653
2010-07-22,393.9,404.14,393.9,402.68,4256205
2010-07-23,401.99,401.99,388.87,395.5,5227360
2010-07-26,392.68,400.94,388.29,396.16,2696368
2010-07-27,392.88,402.05,392.4,397.57,5096860
2010-07-28,394.52,404.3,394.52,401.48,4455318
2010-07-29,397.02,398.54,391.11,395.7,4389351
2010-07-30,400.25,400.25,388.29,390.01,4473375
2010-08-02,386.61,394.87,386.61,392.23,5384434
2010-08-03,397.84,397.84,389.74,393.81,3905287
2010-08-04,394.78,398.06,391.38,395.17,3526550
2010-08-05,394.8,399.46,394.8,396.99,5372328
2010-08-06,395.35,395.97,393.03,394.33,5703103
2010-08-09,392.53,399.07,392.45,395.21,5395061
2010-08-10,397.55,399.42,392.64,396.78,4778896
2010-08-11,394.38,395.52,391.67,393.55,5791945
2010-08-12,391.5,404.4,391.5,402.54,3268006
2010-08-13,399.87,409.1,399.87,405.41,1955800
2010-08-16,405.36,405.36,397.78,399.4,5333775
2010-08-17,396.21,406.07,396.21,402.72,3387881
2010-08-18,404.52,404.52,391.92,398.19,3630258
2010-08-19,399.76,406.03,399.02,402.13,2772959
2010-08-20,402.73,413.82,402.63,408.31,2283411
2010-08-23,413.3,413.3,400.62,404.06,2054608
2010-08-24,406.22,416.05,405.8,408.91,4701540
2010-08-25,404.34,415.78,404.34,411.12,3790605
2010-08-26,415.46,419.91,407.06,415.36,3912914
2010-08-27,416.12,427.94,416.12,425.42,4977426
2010-08-30,423.83,426.3,419.26,423.93,4198362
2010-08-31,416.47,423.12,415.77,420.29,4900355
2010-09-01,418.52,418.54,412.12,415.99,3642625
2010-09-02,417.87,417.87,407.37,412.11,2475505
2010-09-03,408.82,415.68,408.82,412.32,4664440
2010-09-06,414.67,418.19,407.4,413.79,5120491
2010-09-07,411.73,416.57,411.73,415.35,3465046
2010-09-08,414.75,422.47,414.75,419.66,3997940
2010-09-09,421.7,424.98,414.42,419.91,3751075
2010-09-10,412.08,431.14,412.08,427.84,4238662
2010-09-13,423.93,428.99,423.53,426.25,3703989
2010-09-14,426.5,442.36,426.5,440.35,3996173
2010-09-15,440.49,448.13,438.86,443.86,2599513
2010-09-16,444.16,444.16,436.0,439.49,4128501
2010-09-17,441.27,441.27,431.5,434.48,3518540
2010-09-20,439.04,439.58,433.98,436.76,2674726
2010-09-21,440.94,440.94,433.9,435.78,3086819
2010-09-22,435.29,442.79,435.29,439.71,5394028
2010-09-23,441.81,446.33,437.07,442.41,2394154
2010-09-24,444.66,444.98,439.48,442.66,3783036
2010-09-27,445.41,445.41,434.03,437.92,2200154
2010-09-28,438.49,438.49,429.31,430.16,3390855
2010-09-29,434.08,434.08,422.93,428.05,3926484
2010-09-30,427.97,434.2,427.97,432.64,5712942
2010-10-01,427.42,445.36,427.42,443.03,6790795
2010-10-04,443.6,448.66,441.61,445.02,9286360
2010-10-05,448.62,450.91,447.52,449.41,5440456
2010-10-06,448.03,455.58,444.42,450.44,4920256
2010-10-07,449.03,459.61,449.03,456.35,3073750
2010-10-08,455.35,458.53,455.35,457.3,4910597
2010-10-11,454.34,466.05,454.34,461.83,2760828
2010-10-12,461.42,471.66,461.42,467.95,5993369
2010-10-13,466.51,466.51,458.46,462.78,2541293
2010-10-14,466.59,474.74,463.8,470.66,6056433
2010-10-15,472.92,482.53,472.77,476.45,2867875
2010-10-18,479.07,479.07,469.18,472.74,4463779
2010-10-19,470.88,477.04,469.64,474.68,3381421
2010-10-20,474.43,477.32,474.43,476.36,3170862
2010-10-21,475.71,479.26,474.1,476.71,3167248
2010-10-22,474.61,483.78,474.61,482.39,3491907
2010-10-25,481.37,493.99,481.37,490.44,4531195
2010-10-26,489.69,499.98,483.54,490.71,4861319
2010-10-27,496.1,500.81,496.1,498.76,5267957
2010-10-28,501.22,510.24,501.22,504.9,2369807
2010-10-29,508.73,512.99,502.62,507.04,4201291
2010-11-01,506.43,508.3,506.43,507.84,4941639
2010-11-02,508.35,508.35,495.93,501.04,6046730
2010-11-03,497.35,497.35,486.69,492.24,6045061
2010-11-05,497.9,498.21,486.83,493.93,2813715
2010-11-08,495.87,495.87,480.51,488.59,4239528
2010-11-09,490.03,492.45,484.83,488.57,4925065
2010-11-10,485.74,486.83,483.91,485.66,3392992
2010-11-11,484.23,484.23,472.33,475.45,5334701
2010-11-12,473.86,481.15,473.78,478.18,4864433
2010-11-15,474.44,477.03,473.96,475.54,3897445
2010-11-16,481.85,481.85,475.11,476.21,2809104
2010-11-17,478.3,478.3,465.1,471.32,4556021
2010-11-18,480.32,480.32,461.74,469.64,3204311
2010-11-19,469.79,482.51,469.79,479.12,4182146
2010-11-22,480.49,482.78,476.47,479.59,3667386
2010-11-23,478.85,488.95,473.69,482.97,3702216
2010-11-24,487.35,487.35,473.4,475.82,5473986
2010-11-25,480.86,495.97,480.86,489.68,2358332
2010-11-26,492.48,507.06,492.48,501.22,6532342
2010-11-29,502.19,513.86,502.19,509.14,2355180
2010-11-30,502.1,519.47,502.1,514.44,4300688
2010-12-01,518.93,518.93,514.26,514.76,4216915
2010-12-02,515.99,521.5,511.71,517.72,3921590
2010-12-03,525.03,528.79,519.98,524.99,4339960
2010-12-06,522.86,524.21,518.41,520.74,3555385
2010-12-07,514.78,523.83,512.78,518.19,3551551
2010-12-08,518.02,518.02,503.16,508.05,5912134
2010-12-09,504.85,506.58,497.13,503.57,3964579
2010-12-10,506.91,516.95,506.91,514.34,3915652
2010-12-13,517.15,517.15,508.75,511.99,4750166
2010-12-14,510.38,514.14,504.81,510.27,2836506
2010-12-15,512.65,516.41,509.49,512.45,4584679
2010-12-16,517.71,517.71,501.52,502.76,4546279
2010-12-17,503.52,513.86,503.52,509.2,3122042
2010-12-20,509.97,517.85,509.97,516.65,4289051
2010-12-21,517.43,524.04,515.84,519.23,5068259
2010-12-22,521.7,533.83,521.7,529.75,2992790
2010-12-23,529.91,529.91,518.08,521.55,3181048
2010-12-24,524.6,538.15,524.6,533.85,2470621
2010-12-27,537.68,537.68,526.91,528.87,4516041
2010-12-28,529.51,529.51,514.51,520.99,2552625
2010-12-29,520.01,526.01,515.57,519.74,4138209
2010-12-30,522.27,537.53,522.27,531.65,3909887
2010-12-31,527.13,536.45,527.03,532.29,3318833
2011-01-03,531.79,541.5,527.81,536.69,5123407
2011-01-04,536.35,547.9,536.35,546.04,6179648
2011-01-05,545.48,554.82,543.39,549.03,12177946
2011-01-06,544.37,552.74,540.21,546.38,5077139
2011-01-07,545.47,553.67,541.36,548.03,2639831
2011-01-10,551.97,561.42,551.97,557.2,4432390
2011-01-11,560.43,560.43,542.85,547.85,5836424
2011-01-12,550.11,557.6,550.11,555.75,6043464
2011-01-13,556.7,558.82,552.65,556.07,3630698
2011-01-14,557.53,557.53,547.77,550.32,4312014
2011-01-17,547.96,553.17,547.96,553.07,2090003
2011-01-18,551.08,564.3,543.62,554.64,2531607
2011-01-19,559.75,559.75,549.48,550.9,4074125
2011-01-20,551.03,553.7,549.45,551.61,2109452
2011-01-21,553.68,556.03,546.88,549.86,2862515
2011-01-24,549.19,554.88,544.85,550.3,4243140
2011-01-25,550.1,559.68,549.89,554.92,3128278
2011-01-27,552.66,573.09,552.66,565.73,2656097
2011-01-28,569.69,569.69,548.82,558.15,4476066
2011-01-31,555.27,581.57,555.27,572.13,2831843
2011-02-01,575.31,575.31,552.33,558.99,5596280
2011-02-02,560.52,561.17,555.95,558.22,2553354
2011-02-03,556.85,565.55,556.85,562.41,3507957
2011-02-04,561.53,570.59,559.39,565.12,4935217
2011-02-07,563.2,567.22,554.63,560.59,2482604
2011-02-08,556.45,569.28,550.64,559.44,5168418
2011-02-09,565.31,565.31,551.56,556.38,4913539
2011-02-10,554.94,556.6,547.45,552.7,5368382
2011-02-11,551.92,560.52,551.92,559.13,2726369
2011-02-14,556.95,566.38,555.05,561.22,2371283
2011-02-15,555.13,558.48,554.66,556.81,4840144
2011-02-16,561.34,567.03,559.46,563.07,2611067
2011-02-17,561.59,567.32,561.59,565.4,2111610
2011-02-18,561.43,576.23,561.43,571.73,4224725
2011-02-21,574.07,582.48,568.28,575.74,3117849
2011-02-22,571.24,574.81,568.0,570.27,4113338
2011-02-23,573.16,573.16,564.5,566.7,4985826
2011-02-24,563.12,574.36,563.12,572.03,5155634
2011-02-25,570.25,583.77,568.4,577.05,3143541
2011-02-28,577.9,584.52,566.13,576.59,4214762
2011-03-01,579.81,586.67,573.27,577.66,4854019
2011-03-02,577.79,590.06,577.79,586.78,3045812
2011-03-03,594.08,594.08,579.41,582.88,2263886
2011-03-04,578.18,588.74,578.18,587.55,5574056
2011-03-07,590.44,590.44,582.69,585.8,1867773
2011-03-08,590.2,590.2,577.46,584.53,3593651
2011-03-09,579.47,600.33,579.47,592.5,4327647
2011-03-11,594.01,601.96,594.01,599.23,6009992
2011-03-14,598.76,611.38,598.17,604.75,3087068
2011-03-15,604.1,619.98,604.1,614.5,2561775
2011-03-16,614.18,624.35,606.94,614.93,2854024
2011-03-17,614.53,622.73,614.53,620.24,3923058
2011-03-18,622.38,622.38,618.2,618.83,3867934
2011-03-21,613.39,628.75,613.39,620.89,3598912
2011-03-22,619.17,622.53,616.22,620.2,3737636
2011-03-23,620.12,623.97,618.24,621.2,3413927
2011-03-24,614.97,627.58,614.97,625.92,3162434
2011-03-25,622.43,624.5,618.78,620.68,2869642
2011-03-28,620.72,643.0,620.72,635.93,4575244
2011-03-29,638.88,642.85,614.3,628.53,2801799
2011-03-30,631.75,631.75,615.34,619.66,2419846
2011-03-31,625.3,633.48,621.92,628.55,2714401
2011-04-01,627.84,649.86,627.84,648.0,11182683
2011-04-04,649.05,657.26,649.05,655.17,5191634
2011-04-05,657.62,673.64,657.62,668.5,12281131
2011-04-06,661.58,669.42,659.71,666.32,3318975
2011-04-07,667.0,677.79,666.08,673.05,2310351
2011-04-08,672.89,687.14,672.6,678.98,2714115
2011-04-11,683.24,696.31,678.56,689.67,2941294
2011-04-12,688.0,689.4,682.96,686.4,2448876
2011-04-13,686.38,690.78,686.09,688.38,5172010
2011-04-14,685.89,694.81,685.89,693.31,2815052
2011-04-15,688.54,702.07,688.54,701.58,2225482
2011-04-18,702.04,717.33,700.41,710.91,3736543
2011-04-19,708.64,720.49,700.13,707.16,2549769
2011-04-20,702.14,704.6,697.67,701.84,5552240
2011-04-21,710.96,720.53,705.12,713.61,2268174
2011-04-22,718.5,718.5,686.83,697.2,3633303
2011-04-25,689.62,716.56,689.62,709.95,5392497
2011-04-26,711.91,712.83,703.39,707.7,4357026
2011-04-27,706.14,712.07,700.91,707.98,2633582
2011-04-28,707.96,711.84,698.35,702.5,3672123
2011-04-29,705.81,709.31,689.43,703.11,4275225
2011-05-02,693.75,713.91,693.75,713.45,6002824
2011-05-03,720.19,729.69,713.5,720.37,3833960
2011-05-04,720.53,726.74,720.53,724.95,4007531
2011-05-05,727.9,729.94,721.06,726.05,1969142
2011-05-06,724.67,724.67,706.4,714.51,3877938
2011-05-09,711.85,715.1,700.92,706.88,2324454
2011-05-10,710.29,710.29,700.44,704.28,3155907
2011-05-11,706.86,715.89,704.41,708.47,4831348
2011-05-12,706.01,713.49,705.16,709.38,2736478
2011-05-13,710.17,723.88,710.17,718.78,5567835
2011-05-16,725.07,725.07,721.29,722.47,3976660
2011-05-17,725.19,728.1,717.97,723.27,3615444
2011-05-18,719.41,749.59,719.41,743.35,5366077
2011-05-19,738.13,751.51,738.13,747.3,5066147
2011-05-20,757.18,757.18,732.15,744.51,4794863
2011-05-23,751.74,767.9,751.74,760.72,2281022
2011-05-24,761.83,775.08,761.83,772.02,5912196
2011-05-25,773.77,799.16,773.77,789.19,3287207
2011-05-26,790.13,796.22,780.72,788.5,4274878
2011-05-27,787.26,810.06,787.26,798.88,4064049
2011-05-30,794.98,794.98,779.49,784.51,4770597
2011-05-31,786.69,792.34,786.69,792.25,4498311
2011-06-01,798.59,798.59,788.2,791.1,3406406
2011-06-02,784.68,784.68,773.89,778.59,2442284
2011-06-03,775.85,795.72,775.85,789.37,3511094
2011-06-06,783.32,783.32,761.85,771.79,2495768
2011-06-07,771.57,771.57,747.77,754.42,5381779
2011-06-08,755.53,770.89,749.33,758.04,5312403
2011-06-09,761.8,766.07,761.8,763.58,5437061
2011-06-10,763.29,781.86,760.99,773.58,3998159
2011-06-13,776.17,786.19,772.17,780.05,3052972
2011-06-14,780.59,800.17,780.59,794.22,5268889
2011-06-15,791.15,804.57,791.15,801.25,5665571
2011-06-16,803.04,805.79,790.51,800.34,4441815
2011-06-17,811.15,811.15,795.97,800.79,4597812
2011-06-20,800.06,800.06,793.0,797.64,4949397
2011-06-21,802.08,809.51,792.55,800.83,4604515
2011-06-22,806.78,806.78,789.69,790.64,2239797
2011-06-23,787.28,807.38,784.54,794.23,3699552
2011-06-24,793.16,799.87,790.99,794.56,3528317
2011-06-27,795.39,807.42,787.51,796.75,2713879
2011-06-28,794.07,801.39,794.07,799.77,5314291
2011-06-29,812.56,812.56,768.62,776.6,4921260
2011-06-30,779.48,779.48,761.92,768.55,4139079
2011-07-01,764.93,787.49,764.93,784.03,11012139
2011-07-04,782.1,802.48,782.1,798.76,9692466
2011-07-05,793.48,833.59,793.48,829.63,9573269
2011-07-06,836.33,839.57,828.64,833.11,4556569
2011-07-07,831.95,848.15,810.13,828.99,5270950
2011-07-08,829.01,842.58,829.01,836.39,3695381
2011-07-11,835.5,835.5,818.11,825.21,4542861
2011-07-12,832.37,832.37,823.83,824.17,5123779
2011-07-13,829.23,829.79,819.55,825.73,2431638
2011-07-14,825.48,841.82,820.29,831.2,5388986
2011-07-15,829.87,846.62,829.87,839.51,2994628
2011-07-18,838.73,838.73,812.89,827.71,3510306
2011-07-19,827.82,827.82,810.92,812.85,3950026
2011-07-20,814.7,835.04,814.7,825.68,4610038
2011-07-21,828.18,835.49,825.76,829.34,2661247
2011-07-22,830.74,830.74,819.48,823.09,5196874
2011-07-25,823.83,846.11,823.83,837.96,2808228
2011-07-26,827.39,844.59,827.39,839.5,4177185
2011-07-27,843.22,856.13,843.22,851.76,2230270
2011-07-28,857.55,860.93,845.15,852.83,1936468
2011-07-29,848.67,881.97,848.67,875.16,2572864
2011-08-01,872.2,896.28,872.2,893.11,6286133
2011-08-02,904.13,904.13,875.57,890.85,2096725
2011-08-03,887.54,906.76,887.54,901.63,4332525
2011-08-04,902.69,916.53,896.01,909.02,3319745
2011-08-05,914.56,933.37,914.56,925.27,4386100
2011-08-08,925.6,925.6,911.51,914.05,4087412
2011-08-09,925.11,934.21,907.31,921.98,5636610
2011-08-10,940.05,940.05,929.97,934.11,2722852
2011-08-11,937.17,937.17,905.34,914.82,4143104
2011-08-12,903.08,913.73,889.86,903.15,4031559
2011-08-16,905.64,905.64,877.01,881.46,5059760
2011-08-17,869.46,885.48,868.26,879.01,4028798
2011-08-18,889.56,893.45,877.56,886.97,3240739
2011-08-19,884.68,910.69,884.68,904.25,4945815
2011-08-22,895.58,905.29,895.58,904.55,2028645
2011-08-23,899.47,928.95,899.47,922.64,2443260
2011-08-24,914.05,920.28,896.35,907.77,2996286
2011-08-25,910.63,910.63,885.45,889.63,3992166
2011-08-26,890.2,893.19,887.95,890.32,3785688
2011-08-29,892.51,904.28,884.9,893.94,2608174
2011-08-30,890.0,900.67,888.78,893.99,3125551
2011-08-31,901.55,901.55,870.79,872.21,3519875
2011-09-01,872.25,883.08,862.96,871.67,2635345
2011-09-02,869.22,869.22,853.84,859.29,2607415
2011-09-05,862.67,874.75,858.8,865.72,2925422
2011-09-06,854.1,885.47,854.1,869.92,2898392
2011-09-07,863.53,873.85,844.34,860.5,3020683
2011-09-08,860.19,860.94,850.75,855.58,3324147
2011-09-09,862.55,862.55,833.52,845.95,3341059
2011-09-12,846.98,860.98,837.19,844.85,3275808
2011-09-13,835.6,865.98,835.6,854.91,2571377
2011-09-14,864.34,864.34,840.49,845.18,3692457
2011-09-15,845.42,856.15,845.42,850.67,3440168
2011-09-16,854.82,854.82,838.61,846.49,3938816
2011-09-19,848.17,848.17,835.82,837.98,5731016
2011-09-20,842.19,842.19,834.47,837.28,4853097
2011-09-21,839.39,839.39,822.8,827.25,5323276
2011-09-22,828.59,828.59,819.17,822.13,4053688
2011-09-23,829.65,829.65,810.56,811.5,4258856
2011-09-26,812.32,845.0,812.32,830.19,5936769
2011-09-27,825.55,832.78,825.55,830.91,3245346
2011-09-28,832.42,832.42,823.7,824.31,2591354
2011-09-29,828.61,831.1,818.08,826.8,4464966
2011-09-30,825.41,833.95,822.17,826.88,4074273
2011-10-03,843.78,854.47,830.28,840.77,13776874
2011-10-04,843.32,843.32,805.58,816.91,11558351
2011-10-05,817.19,845.93,817.19,839.29,11951391
2011-10-06,848.46,867.69,848.46,863.58,6575815
2011-10-07,864.93,872.78,850.72,861.61,4326866
2011-10-10,858.35,858.35,850.52,854.66,2692260
2011-10-11,860.33,860.33,824.05,832.56,3065912
2011-10-12,839.15,844.38,837.75,841.44,2740611
2011-10-13,838.93,838.93,829.5,831.85,2722552
2011-10-14,831.08,837.92,830.23,833.34,3006907
2011-10-17,839.67,844.34,839.67,842.57,4262008
2011-10-18,854.42,854.42,825.74,833.12,5564058
2011-10-19,833.57,841.58,823.95,834.29,4027352
2011-10-20,833.53,861.02,831.44,849.92,3533375
2011-10-21,850.54,850.54,821.54,826.09,3837964
2011-10-24,829.41,829.41,813.27,817.6,4027784
2011-10-25,814.92,814.92,805.91,809.1,2573342
2011-10-26,813.89,813.89,798.39,807.65,4457276
2011-10-27,806.73,818.49,798.18,807.55,4042257
2011-10-28,801.84,807.19,791.36,798.43,4578368
2011-10-31,804.9,804.9,786.73,791.72,4141929
2011-11-01,805.07,805.07,780.32,784.73,4894609
2011-11-02,796.45,796.45,776.37,781.78,3669687
2011-11-03,778.65,789.77,773.64,784.18,2991528
2011-11-07,783.36,805.61,783.36,792.32,4343044
2011-11-08,801.23,814.45,792.86,802.71,3436772
2011-11-09,807.07,812.75,803.41,809.37,3334406
2011-11-10,817.7,817.7,794.64,801.24,4109429
2011-11-11,795.81,812.48,795.81,802.37,3458281
2011-11-14,804.45,827.74,804.45,824.79,4854898
2011-11-15,827.59,844.62,827.59,835.21,2593733
2011-11-16,836.4,836.4,823.84,831.17,3877721
2011-11-17,835.52,854.07,835.52,847.32,3046948
2011-11-18,842.41,853.63,839.55,844.6,4592118
2011-11-21,839.5,844.22,829.36,837.36,4853003
2011-11-22,840.62,858.77,840.62,851.77,2650423
2011-11-23,848.29,848.29,835.65,838.76,5733530
2011-11-24,835.77,835.77,812.53,819.88,3932170
2011-11-25,813.61,839.45,813.61,830.33,3563758
2011-11-28,840.47,840.47,818.44,830.15,2702066
2011-11-29,831.12,837.83,825.69,831.79,3738105
2011-11-30,832.54,835.32,824.35,828.56,3148779
2011-12-01,835.98,839.26,821.04,826.56,2652011
2011-12-02,823.55,836.88,806.76,823.21,2014514
2011-12-05,820.49,820.49,811.09,816.58,2361334
2011-12-06,816.62,819.92,805.83,813.2,2736307
2011-12-07,804.55,813.26,804.55,809.53,3315236
2011-12-08,815.86,815.86,790.22,801.85,5692258
2011-12-09,796.19,803.08,791.26,797.76,5207959
2011-12-12,806.18,806.18,768.35,773.37,4151302
2011-12-13,770.77,792.47,770.09,780.07,3773831
2011-12-14,780.74,792.04,777.21,784.07,2340747
2011-12-15,789.47,789.92,774.66,783.63,2881007
2011-12-16,777.68,795.78,777.68,786.99,2389397
2011-12-19,780.81,792.88,780.81,789.14,5448256
2011-12-20,800.79,800.79,774.02,782.64,4495775
2011-12-21,793.57,793.57,763.76,777.99,5292962
2011-12-22,776.55,783.58,776.55,783.28,3139373
2011-12-23,790.74,790.74,784.75,786.36,3523071
2011-12-26,786.74,811.98,786.74,805.21,3381530
2011-12-27,802.52,839.02,802.52,821.22,5624156
2011-12-28,823.48,833.18,823.48,830.79,3596335
2011-12-29,836.7,836.7,816.06,823.57,2149337
2011-12-30,820.66,820.66,818.19,819.18,2327194
2012-01-02,815.81,832.82,815.81,825.26,5603626
2012-01-03,823.09,823.09,786.23,793.01,16545313
2012-01-04,787.98,820.14,787.98,809.69,6773885
