datetime,demand_MW,temperature,humidity,wind_speed,pressure,precipitation,holiday,weekend,hour,day_of_week,month,season
2021-01-03 03:00:00,3394.1,2.7,80.0,6.9,1017.4,0.0,0,1,3,6,1,Winter
2021-01-03 04:00:00,3614.8,2.5,75.9,8.2,1007.6,0.0,0,1,4,6,1,Winter
2021-01-03 05:00:00,4489.1,3.4,83.8,14.1,1009.7,0.0,0,1,5,6,1,Winter
2021-01-03 06:00:00,4280.0,7.0,75.2,7.5,1011.1,7.1,0,1,6,6,1,Winter
2021-01-03 07:00:00,4209.0,5.9,70.1,20.8,1013.8,0.0,0,1,7,6,1,Winter
2021-01-03 08:00:00,5272.2,4.8,71.4,7.6,1022.3,0.0,0,1,8,6,1,Winter
2021-01-03 09:00:00,4850.3,7.5,74.9,10.7,1020.8,0.0,0,1,9,6,1,Winter
2021-01-03 10:00:00,4527.5,10.3,85.9,3.9,1015.0,5.2,0,1,10,6,1,Winter
2021-01-03 11:00:00,4831.9,9.1,76.9,3.6,1022.2,0.0,0,1,11,6,1,Winter
2021-01-03 12:00:00,4744.3,8.9,73.3,14.7,996.7,0.0,0,1,12,6,1,Winter
2021-01-03 13:00:00,4590.3,9.8,67.0,1.3,1007.5,0.4,0,1,13,6,1,Winter
2021-01-03 14:00:00,4414.6,11.2,81.2,11.2,1012.1,0.0,0,1,14,6,1,Winter
2021-01-03 15:00:00,4636.1,8.0,78.7,21.8,1014.8,2.4,0,1,15,6,1,Winter
2021-01-03 16:00:00,4887.2,7.5,79.0,12.0,1009.5,0.0,0,1,16,6,1,Winter
2021-01-03 17:00:00,4809.4,7.6,76.5,2.6,1012.1,0.0,0,1,17,6,1,Winter
2021-01-03 18:00:00,5054.3,3.7,70.2,9.5,1021.3,11.0,0,1,18,6,1,Winter
2021-01-03 19:00:00,5312.2,0.8,77.9,15.6,1005.8,0.0,0,1,19,6,1,Winter
2021-01-03 20:00:00,5217.3,3.6,86.8,8.8,1022.4,0.0,0,1,20,6,1,Winter
2021-01-03 21:00:00,5423.6,1.9,66.2,8.3,1012.1,0.0,0,1,21,6,1,Winter
2021-01-03 22:00:00,4254.6,0.5,74.6,17.0,1013.0,0.0,0,1,22,6,1,Winter
2021-01-03 23:00:00,4348.2,-0.3,62.2,4.5,1014.0,3.3,0,1,23,6,1,Winter
2021-01-04 00:00:00,4033.1,-2.3,85.2,4.2,1014.9,0.0,0,0,0,0,1,Winter
2021-01-04 01:00:00,3787.5,1.9,75.5,10.8,1021.2,0.0,0,0,1,0,1,Winter
2021-01-04 02:00:00,3719.3,1.6,85.9,13.2,1009.5,1.3,0,0,2,0,1,Winter
2021-01-04 03:00:00,3858.8,-1.1,86.6,9.1,1010.8,0.0,0,0,3,0,1,Winter
2021-01-04 04:00:00,3757.9,1.8,85.7,11.8,999.4,0.0,0,0,4,0,1,Winter
2021-01-04 05:00:00,4857.6,3.7,78.2,7.6,1002.6,0.4,0,0,5,0,1,Winter
2021-01-04 06:00:00,4448.9,5.5,67.5,5.4,1019.0,0.0,0,0,6,0,1,Winter
2021-01-04 07:00:00,4716.4,4.8,79.0,5.5,1006.5,0.4,0,0,7,0,1,Winter
2021-01-04 08:00:00,5179.9,5.3,73.5,8.1,1028.7,4.8,0,0,8,0,1,Winter
2021-01-04 09:00:00,5073.7,7.5,76.7,17.3,1019.8,0.0,0,0,9,0,1,Winter
2021-01-04 10:00:00,5138.1,8.5,70.4,8.2,1032.0,0.0,0,0,10,0,1,Winter
2021-01-04 11:00:00,4774.5,12.3,73.0,2.3,1019.8,0.0,0,0,11,0,1,Winter
2021-01-04 12:00:00,4293.2,14.6,84.0,4.0,1025.2,0.9,0,0,12,0,1,Winter
2021-01-04 13:00:00,4747.7,9.5,74.6,7.5,1007.8,6.6,0,0,13,0,1,Winter
2021-01-04 14:00:00,4654.6,11.9,82.1,15.0,1006.0,0.0,0,0,14,0,1,Winter
2021-01-04 15:00:00,4592.8,10.8,79.3,9.0,1009.9,0.0,0,0,15,0,1,Winter
2021-01-04 16:00:00,4991.3,8.9,90.3,8.0,1013.2,0.3,0,0,16,0,1,Winter
2021-01-04 17:00:00,4881.3,5.6,70.0,5.0,1008.3,6.8,0,0,17,0,1,Winter
2021-01-04 18:00:00,5263.7,5.1,68.4,8.7,1016.1,0.0,0,0,18,0,1,Winter
2021-01-04 19:00:00,5609.3,2.8,81.0,5.2,1017.2,0.0,0,0,19,0,1,Winter
2021-01-04 20:00:00,5436.3,-0.0,79.3,14.5,1008.5,0.0,0,0,20,0,1,Winter
2021-01-04 21:00:00,5683.1,-1.0,75.4,4.2,1000.8,0.0,0,0,21,0,1,Winter
2021-01-04 22:00:00,4519.6,0.6,65.3,10.5,1011.8,0.2,0,0,22,0,1,Winter
2021-01-04 23:00:00,4734.6,-0.7,81.1,12.8,1017.2,0.0,0,0,23,0,1,Winter
2021-01-05 00:00:00,3669.0,-2.7,66.7,19.5,1016.0,0.0,0,0,0,1,1,Winter
2021-01-05 01:00:00,3701.7,0.9,87.6,16.3,1015.7,0.5,0,0,1,1,1,Winter
2021-01-05 02:00:00,3805.5,1.3,71.6,12.6,995.3,0.0,0,0,2,1,1,Winter
2021-01-05 03:00:00,3505.1,3.3,71.7,9.1,1007.6,0.0,0,0,3,1,1,Winter
2021-01-05 04:00:00,3880.2,2.5,88.4,6.2,1011.1,0.0,0,0,4,1,1,Winter
2021-01-05 05:00:00,4855.7,4.1,81.2,4.2,1014.3,0.0,0,0,5,1,1,Winter
2021-01-05 06:00:00,4474.4,5.5,71.7,11.8,1020.7,0.0,0,0,6,1,1,Winter
2021-01-05 07:00:00,4529.0,5.6,68.2,6.4,1025.1,0.0,0,0,7,1,1,Winter
2021-01-05 08:00:00,5134.3,9.1,70.9,4.1,1023.3,0.8,0,0,8,1,1,Winter
2021-01-05 09:00:00,5088.9,10.0,82.8,12.1,1016.3,0.0,0,0,9,1,1,Winter
2021-01-05 10:00:00,5323.7,7.7,70.9,18.6,998.8,0.0,0,0,10,1,1,Winter
2021-01-05 11:00:00,4952.0,10.1,96.1,11.7,1013.9,0.0,0,0,11,1,1,Winter
2021-01-05 12:00:00,4746.8,10.3,78.5,4.9,1028.1,0.0,0,0,12,1,1,Winter
2021-01-05 13:00:00,4527.0,10.1,75.8,19.3,1005.1,0.0,0,0,13,1,1,Winter
2021-01-05 14:00:00,4623.0,13.1,79.2,8.6,1011.7,0.0,0,0,14,1,1,Winter
2021-01-05 15:00:00,4787.3,9.8,56.4,19.1,1002.7,0.0,0,0,15,1,1,Winter
2021-01-05 16:00:00,4939.4,5.2,72.9,9.3,1011.0,0.0,0,0,16,1,1,Winter
2021-01-05 17:00:00,5110.9,7.5,73.7,8.1,1027.8,3.3,0,0,17,1,1,Winter
2021-01-05 18:00:00,5608.2,4.6,66.1,3.6,1013.0,0.0,0,0,18,1,1,Winter
2021-01-05 19:00:00,5601.2,3.7,74.8,5.8,1012.1,0.1,0,0,19,1,1,Winter
2021-01-05 20:00:00,5471.2,6.4,66.1,3.1,1011.0,0.0,0,0,20,1,1,Winter
2021-01-05 21:00:00,5522.7,-1.7,65.1,10.9,1010.3,0.0,0,0,21,1,1,Winter
2021-01-05 22:00:00,4790.2,0.4,79.2,6.7,1004.1,0.5,0,0,22,1,1,Winter
2021-01-05 23:00:00,4506.6,1.6,85.2,2.0,1007.4,0.0,0,0,23,1,1,Winter
2021-01-06 00:00:00,3735.6,-0.8,78.9,12.3,1010.2,3.8,0,0,0,2,1,Winter
2021-01-06 01:00:00,3848.4,0.5,77.0,8.5,1004.4,0.0,0,0,1,2,1,Winter
2021-01-06 02:00:00,3872.2,-1.8,89.1,17.9,1008.8,0.0,0,0,2,2,1,Winter
2021-01-06 03:00:00,3990.5,3.4,61.0,6.7,1002.8,0.0,0,0,3,2,1,Winter
2021-01-06 04:00:00,3785.8,-0.1,70.6,20.7,1008.6,0.0,0,0,4,2,1,Winter
2021-01-06 05:00:00,4447.6,5.2,74.8,15.2,1010.1,0.0,0,0,5,2,1,Winter
2021-01-06 06:00:00,4458.1,8.2,80.4,6.6,1014.4,0.0,0,0,6,2,1,Winter
2021-01-06 07:00:00,4662.2,4.4,75.8,6.8,1014.6,0.0,0,0,7,2,1,Winter
2021-01-06 08:00:00,4969.9,10.5,80.7,16.0,1015.0,0.0,0,0,8,2,1,Winter
2021-01-06 09:00:00,4990.1,7.0,79.1,18.8,998.3,0.0,0,0,9,2,1,Winter
2021-01-06 10:00:00,4996.7,8.8,76.6,11.5,1008.1,0.0,0,0,10,2,1,Winter
2021-01-06 11:00:00,5194.6,11.8,67.9,7.1,1005.4,0.0,0,0,11,2,1,Winter
2021-01-06 12:00:00,4596.9,10.1,76.4,5.9,1008.4,0.0,0,0,12,2,1,Winter
2021-01-06 13:00:00,5068.7,7.3,82.9,14.6,1012.7,0.0,0,0,13,2,1,Winter
2021-01-06 14:00:00,5069.6,7.0,71.8,15.7,1018.1,0.0,0,0,14,2,1,Winter
2021-01-06 15:00:00,5063.4,5.9,84.2,3.7,1012.4,2.3,0,0,15,2,1,Winter
2021-01-06 16:00:00,5081.3,8.1,79.9,15.4,1023.3,0.0,0,0,16,2,1,Winter
2021-01-06 17:00:00,4998.1,6.2,61.7,6.0,1019.5,3.6,0,0,17,2,1,Winter
2021-01-06 18:00:00,5314.0,5.7,73.3,22.6,1012.7,0.0,0,0,18,2,1,Winter
2021-01-06 19:00:00,5496.8,3.0,82.1,15.9,1013.8,0.4,0,0,19,2,1,Winter
2021-01-06 20:00:00,5593.1,2.8,71.2,7.7,1010.9,0.0,0,0,20,2,1,Winter
2021-01-06 21:00:00,5611.8,3.6,76.6,7.4,1019.9,0.0,0,0,21,2,1,Winter
2021-01-06 22:00:00,4457.7,0.8,83.5,20.1,1022.8,0.0,0,0,22,2,1,Winter
2021-01-06 23:00:00,4337.1,3.6,72.1,17.3,999.5,0.0,0,0,23,2,1,Winter
2021-01-07 00:00:00,3650.2,-0.6,72.7,7.9,1005.0,0.1,0,0,0,3,1,Winter
2021-01-07 01:00:00,3735.9,-2.7,65.3,12.8,1020.9,0.0,0,0,1,3,1,Winter
2021-01-07 02:00:00,3843.8,4.1,69.7,5.1,1014.3,0.0,0,0,2,3,1,Winter
2021-01-07 03:00:00,3717.4,-0.9,75.6,5.3,1008.0,0.0,0,0,3,3,1,Winter
2021-01-07 04:00:00,3664.3,1.8,73.7,22.4,1024.4,0.0,0,0,4,3,1,Winter
2021-01-07 05:00:00,4600.1,4.2,72.0,6.0,1014.6,0.0,0,0,5,3,1,Winter
2021-01-07 06:00:00,4701.3,3.7,76.3,17.4,1008.1,0.0,0,0,6,3,1,Winter
2021-01-07 07:00:00,4372.1,7.1,83.7,10.7,1011.6,0.0,0,0,7,3,1,Winter
2021-01-07 08:00:00,5197.2,8.8,67.4,9.9,1008.9,0.0,0,0,8,3,1,Winter
2021-01-07 09:00:00,5591.1,3.3,68.0,11.4,1009.1,0.0,0,0,9,3,1,Winter
2021-01-07 10:00:00,5280.8,6.9,78.7,17.4,1017.7,0.0,0,0,10,3,1,Winter
2021-01-07 11:00:00,4991.7,10.4,80.7,16.2,1021.5,0.0,0,0,11,3,1,Winter
2021-01-07 12:00:00,4865.1,9.0,78.8,17.5,1011.7,0.0,0,0,12,3,1,Winter
2021-01-07 13:00:00,5006.3,8.8,79.0,15.7,1013.2,1.0,0,0,13,3,1,Winter
2021-01-07 14:00:00,4802.0,9.6,75.4,12.0,1019.0,0.0,0,0,14,3,1,Winter
2021-01-07 15:00:00,4962.6,8.1,76.8,14.4,1017.3,0.0,0,0,15,3,1,Winter
2021-01-07 16:00:00,5037.3,8.4,76.5,3.9,1014.4,1.1,0,0,16,3,1,Winter
2021-01-07 17:00:00,4783.6,5.7,76.4,11.2,1022.6,6.2,0,0,17,3,1,Winter
2021-01-07 18:00:00,5312.9,4.2,78.0,14.3,1012.0,0.0,0,0,18,3,1,Winter
2021-01-07 19:00:00,5558.3,2.9,90.0,6.8,1003.2,0.0,0,0,19,3,1,Winter
2021-01-07 20:00:00,5746.8,1.0,80.7,3.5,1022.0,0.0,0,0,20,3,1,Winter
2021-01-07 21:00:00,5772.5,2.4,74.2,8.9,1003.2,0.0,0,0,21,3,1,Winter
2021-01-07 22:00:00,4465.7,0.6,76.9,18.0,1007.3,3.2,0,0,22,3,1,Winter
2021-01-07 23:00:00,4626.0,1.6,72.3,9.6,1015.7,0.0,0,0,23,3,1,Winter
2021-01-08 00:00:00,3849.4,0.7,79.9,11.9,1014.6,0.0,0,0,0,4,1,Winter
2021-01-08 01:00:00,4002.9,-1.4,74.6,4.4,1007.6,2.0,0,0,1,4,1,Winter
2021-01-08 02:00:00,3899.4,0.9,69.6,6.7,1007.9,0.0,0,0,2,4,1,Winter
2021-01-08 03:00:00,3634.3,0.8,55.6,11.5,1021.2,0.0,0,0,3,4,1,Winter
2021-01-08 04:00:00,3778.4,1.0,74.6,6.3,1032.2,0.0,0,0,4,4,1,Winter
2021-01-08 05:00:00,4782.0,3.4,75.2,7.5,1006.0,0.0,0,0,5,4,1,Winter
2021-01-08 06:00:00,4841.8,3.5,72.8,11.0,1020.9,0.5,0,0,6,4,1,Winter
2021-01-08 07:00:00,4382.5,6.7,68.6,13.3,1013.5,0.0,0,0,7,4,1,Winter
2021-01-08 08:00:00,5089.9,8.1,80.5,15.3,1021.4,6.8,0,0,8,4,1,Winter
2021-01-08 09:00:00,5134.0,10.5,76.6,9.3,1016.2,0.0,0,0,9,4,1,Winter
2021-01-08 10:00:00,5084.9,8.4,71.1,17.2,1004.7,0.0,0,0,10,4,1,Winter
2021-01-08 11:00:00,5258.0,9.8,92.1,10.8,1005.5,0.0,0,0,11,4,1,Winter
2021-01-08 12:00:00,4608.3,10.1,76.0,5.7,1009.0,0.9,0,0,12,4,1,Winter
2021-01-08 13:00:00,4747.8,11.5,74.1,13.7,1009.1,0.0,0,0,13,4,1,Winter
2021-01-08 14:00:00,4954.6,7.0,91.0,13.6,1021.6,0.0,0,0,14,4,1,Winter
2021-01-08 15:00:00,5131.4,6.1,70.4,11.4,1024.8,0.0,0,0,15,4,1,Winter
2021-01-08 16:00:00,4863.6,8.1,69.5,18.6,1008.6,0.0,0,0,16,4,1,Winter
2021-01-08 17:00:00,4925.8,6.8,72.7,9.9,1017.3,0.0,0,0,17,4,1,Winter
2021-01-08 18:00:00,5431.4,1.6,76.9,11.4,1010.1,0.0,0,0,18,4,1,Winter
2021-01-08 19:00:00,5619.1,4.9,65.0,7.5,1009.3,0.0,0,0,19,4,1,Winter
2021-01-08 20:00:00,5436.1,0.2,72.8,3.3,1013.6,0.0,0,0,20,4,1,Winter
2021-01-08 21:00:00,5682.8,1.1,84.9,6.4,1025.0,0.6,0,0,21,4,1,Winter
2021-01-08 22:00:00,4706.6,0.2,91.6,16.4,1015.9,0.0,0,0,22,4,1,Winter
2021-01-08 23:00:00,4497.4,-0.2,73.4,6.7,1013.4,0.0,0,0,23,4,1,Winter
2021-01-09 00:00:00,3478.9,1.1,74.4,7.4,1008.3,12.9,0,1,0,5,1,Winter
2021-01-09 01:00:00,3101.1,0.4,78.6,17.1,1021.0,0.0,0,1,1,5,1,Winter
2021-01-09 02:00:00,3368.9,-0.6,78.2,2.1,1021.9,3.4,0,1,2,5,1,Winter
2021-01-09 03:00:00,3338.6,0.5,90.3,17.1,1017.4,0.0,0,1,3,5,1,Winter
2021-01-09 04:00:00,3507.2,2.7,77.9,9.9,1020.7,0.0,0,1,4,5,1,Winter
2021-01-09 05:00:00,4378.0,5.4,84.5,5.9,1004.3,0.0,0,1,5,5,1,Winter
2021-01-09 06:00:00,4071.6,5.5,69.0,32.7,1021.0,0.0,0,1,6,5,1,Winter
2021-01-09 07:00:00,4035.8,8.7,78.6,17.4,999.5,0.0,0,1,7,5,1,Winter
2021-01-09 08:00:00,4823.0,8.4,80.6,15.2,1023.3,2.4,0,1,8,5,1,Winter
2021-01-09 09:00:00,4602.3,6.6,61.9,13.1,1005.1,1.4,0,1,9,5,1,Winter
2021-01-09 10:00:00,4482.6,11.8,83.1,11.8,995.0,0.0,0,1,10,5,1,Winter
2021-01-09 11:00:00,4710.4,6.1,93.3,1.9,1003.7,0.0,0,1,11,5,1,Winter
2021-01-09 12:00:00,4334.3,11.5,94.5,11.6,1018.4,0.0,0,1,12,5,1,Winter
2021-01-09 13:00:00,4347.5,11.0,77.2,6.3,1011.5,2.0,0,1,13,5,1,Winter
2021-01-09 14:00:00,4845.1,8.0,67.1,7.3,1014.4,0.0,0,1,14,5,1,Winter
2021-01-09 15:00:00,4352.6,10.8,81.2,6.8,1005.1,3.4,0,1,15,5,1,Winter
2021-01-09 16:00:00,4547.6,7.7,64.3,13.3,1014.3,0.0,0,1,16,5,1,Winter
2021-01-09 17:00:00,4661.4,6.3,79.4,15.4,1008.4,0.0,0,1,17,5,1,Winter
2021-01-09 18:00:00,5001.0,5.2,79.3,15.7,1010.7,2.8,0,1,18,5,1,Winter
2021-01-09 19:00:00,4862.3,5.4,72.6,18.2,1003.0,0.0,0,1,19,5,1,Winter
2021-01-09 20:00:00,5306.8,3.7,70.5,8.9,1007.6,0.0,0,1,20,5,1,Winter
2021-01-09 21:00:00,5334.4,4.8,65.1,5.1,1018.1,0.3,0,1,21,5,1,Winter
2021-01-09 22:00:00,4297.3,0.7,73.8,11.6,1000.7,0.0,0,1,22,5,1,Winter
2021-01-09 23:00:00,4131.7,0.0,95.6,25.2,1016.3,0.0,0,1,23,5,1,Winter
2021-01-10 00:00:00,3396.9,2.5,70.6,13.0,1015.4,0.0,0,1,0,6,1,Winter
2021-01-10 01:00:00,3403.8,-0.4,73.4,3.6,1004.2,0.0,0,1,1,6,1,Winter
2021-01-10 02:00:00,3574.6,0.7,68.8,3.2,1008.0,0.0,0,1,2,6,1,Winter
2021-01-10 03:00:00,3320.5,2.0,81.7,10.5,1003.6,0.0,0,1,3,6,1,Winter
2021-01-10 04:00:00,3089.8,5.0,78.4,9.5,1013.8,0.0,0,1,4,6,1,Winter
2021-01-10 05:00:00,4492.7,4.5,67.6,5.7,1005.7,0.0,0,1,5,6,1,Winter
2021-01-10 06:00:00,4293.6,3.9,84.9,12.5,1008.7,14.7,0,1,6,6,1,Winter
2021-01-10 07:00:00,4198.3,6.4,81.2,16.3,1031.6,4.2,0,1,7,6,1,Winter
2021-01-10 08:00:00,4748.8,7.7,73.8,14.8,1004.4,0.0,0,1,8,6,1,Winter
2021-01-10 09:00:00,4738.7,5.8,79.1,8.5,1030.2,0.0,0,1,9,6,1,Winter
2021-01-10 10:00:00,4876.5,9.3,81.7,26.4,1009.9,0.0,0,1,10,6,1,Winter
2021-01-10 11:00:00,4647.1,10.0,74.2,8.3,1017.5,0.0,0,1,11,6,1,Winter
2021-01-10 12:00:00,4742.0,9.7,69.0,5.2,1004.7,0.0,0,1,12,6,1,Winter
2021-01-10 13:00:00,4250.5,11.5,78.8,4.5,1032.7,0.0,0,1,13,6,1,Winter
2021-01-10 14:00:00,4555.1,9.3,64.5,8.6,1010.0,0.1,0,1,14,6,1,Winter
2021-01-10 15:00:00,4435.9,9.3,75.4,9.0,1013.5,0.0,0,1,15,6,1,Winter
2021-01-10 16:00:00,4828.6,7.9,68.7,5.9,1025.2,0.2,0,1,16,6,1,Winter
2021-01-10 17:00:00,4642.0,6.0,86.9,2.9,1008.5,1.1,0,1,17,6,1,Winter
2021-01-10 18:00:00,4991.4,5.5,70.0,3.0,1014.3,0.0,0,1,18,6,1,Winter
2021-01-10 19:00:00,5376.4,1.4,82.3,11.9,992.6,6.5,0,1,19,6,1,Winter
2021-01-10 20:00:00,5237.7,0.4,73.2,8.1,1022.7,0.0,0,1,20,6,1,Winter
2021-01-10 21:00:00,5199.3,0.6,54.3,1.7,1019.9,2.3,0,1,21,6,1,Winter
2021-01-10 22:00:00,4248.9,-0.8,74.8,10.7,1022.6,2.0,0,1,22,6,1,Winter
2021-01-10 23:00:00,4204.9,-0.5,67.9,13.9,994.6,0.0,0,1,23,6,1,Winter
2021-01-11 00:00:00,3611.8,2.2,73.3,17.9,1022.1,0.0,0,0,0,0,1,Winter
2021-01-11 01:00:00,3903.4,1.2,71.1,2.4,1012.3,0.0,0,0,1,0,1,Winter
2021-01-11 02:00:00,3783.9,1.8,77.4,12.1,1007.9,0.0,0,0,2,0,1,Winter
2021-01-11 03:00:00,3780.2,2.2,69.6,10.2,1011.2,3.8,0,0,3,0,1,Winter
2021-01-11 04:00:00,3699.9,1.3,85.4,7.1,1022.6,0.0,0,0,4,0,1,Winter
2021-01-11 05:00:00,4874.6,3.0,71.5,3.9,1022.5,0.0,0,0,5,0,1,Winter
2021-01-11 06:00:00,4445.0,5.9,85.5,8.3,1010.4,0.0,0,0,6,0,1,Winter
2021-01-11 07:00:00,4580.1,7.3,84.8,10.4,1007.9,0.0,0,0,7,0,1,Winter
2021-01-11 08:00:00,5286.4,9.7,89.4,14.1,1017.3,1.2,0,0,8,0,1,Winter
2021-01-11 09:00:00,5190.4,7.0,59.3,9.1,1017.6,0.4,0,0,9,0,1,Winter
2021-01-11 10:00:00,5093.4,9.6,73.7,12.2,1019.9,0.0,0,0,10,0,1,Winter
2021-01-11 11:00:00,4960.0,11.1,68.5,9.4,1016.9,0.0,0,0,11,0,1,Winter
2021-01-11 12:00:00,4790.0,8.4,79.0,10.6,1016.2,0.0,0,0,12,0,1,Winter
2021-01-11 13:00:00,5055.4,9.9,63.1,16.3,1015.5,0.0,0,0,13,0,1,Winter
2021-01-11 14:00:00,5013.0,6.5,75.6,10.9,1019.0,0.0,0,0,14,0,1,Winter
2021-01-11 15:00:00,4869.7,7.6,78.8,9.4,1011.3,0.0,0,0,15,0,1,Winter
2021-01-11 16:00:00,5012.0,7.9,63.8,13.8,1003.4,0.0,0,0,16,0,1,Winter
2021-01-11 17:00:00,5075.1,6.7,86.6,0.9,1006.7,0.0,0,0,17,0,1,Winter
2021-01-11 18:00:00,5540.9,2.8,66.1,4.8,1018.8,0.0,0,0,18,0,1,Winter
2021-01-11 19:00:00,5671.1,2.5,58.2,13.6,1014.8,0.0,0,0,19,0,1,Winter
2021-01-11 20:00:00,5449.4,5.0,69.0,0.7,1000.8,0.0,0,0,20,0,1,Winter
